ERAIL Occurrence,model_type,iteration_number,LLM_Date,Date of occurrence,Date_Match,Consistency Date,LLM_Time,Time of occurrence,Time_Match,Consistency Time,LLM_Country,Country,Country_Match,Consistency Country,LLM_AccidentType,Occurrence type,AccidentType_Match,Manual AccidentType_Match,Consistency AccidentType,LLM_RegulatoryBody,Reporting Body,Manual Regulatory_Body,RegulatoryBody_Match,Consistency RegulatoryBody,LLM_ContributingFactor,"Direct cause description (including causal and contributing factors, excluding those of systemic nature)",Manual ContributingFactors,ContributingFactors_Match,Consistency ContrFact,LLM_SystemicFactor,"Underlying and root causes description (i.e. systemic factors, if any)",Manual SystemicFactors_Match,SystemicFactors_Match,Consistency SystFact
PL-10416,gemini-2.5-flash-preview-04-17,1,19/05/2023,16/05/2023,Mismatch,Consistent,09:51,09:50,Mismatch,Consistent,Poland,Croatia,Mismatch,Consistent,Level Crossing Collision,Level crossing accident,Mismatch,Match,Consistent,STATE COMMISSION ON RAILWAY ACCIDENT INVESTIGATION,NIB PL,Match,Mismatch,Consistent,"Failure of the Toyota Corolla passenger car to stop before the level crossing in connection with the ""Stop"" sign, Failure to maintain special caution by the driver of the Toyota Corolla passenger car, Hindered observation of the head of the train approaching the level crossing by the driver of the passenger car due to the location of apparatus cabinets in the vicinity of track no. 2 and the location of road signs at a road near track no. no 2 (F6-a board), No reaction of the car driver to the ""Caution"" signal given by the driver of the train approaching the level crossing",Entry of the passenger car to the level crossing directly before passenger train no. 347 travelling from Warszawa Śródmieście WKD to Podkowa Leśna Główna on track no. 1.,Match,Mismatch,Inconsistent,,"1) Failure to maintain special caution by the driver of the Toyota Corolla passenger car while approaching to and driving through the level crossing.
2) Failure of the Toyota Corolla passenger car to stop before the level crossing in connection with the ""Stop"" sign.
3) No reaction of the car driver to the ""Caution"" signal given by the driver of the train approaching the level crossing.
4) Hindered observation of the head of the train approaching the level crossing by the driver of the passenger car due to the location of apparatus cabinets in the vicinity of track no. 2 and the location of road signs at a road near track no. no 2 (F6-a board), which limited the visibility of the train head from the distance of 5 m from the outermost rail.",Mismatch,LLM_Data_Missing,
PL-10416,gemini-2.5-flash-preview-04-17,2,19/05/2023,16/05/2023,Mismatch,Consistent,09:51,09:50,Mismatch,Consistent,Poland,Croatia,Mismatch,Consistent,Level Crossing Collision,Level crossing accident,Mismatch,Match,Inconsistent,STATE COMMISSION ON RAILWAY ACCIDENT INVESTIGATION,NIB PL,Match,Mismatch,Consistent,"Failure of car to stop before Stop sign, Failure to maintain special caution by car driver, Hindered observation of train due to apparatus cabinets and road signs, No reaction of car driver to train's Caution signal",Entry of the passenger car to the level crossing directly before passenger train no. 347 travelling from Warszawa Śródmieście WKD to Podkowa Leśna Główna on track no. 1.,Match,Mismatch,Inconsistent,,"1) Failure to maintain special caution by the driver of the Toyota Corolla passenger car while approaching to and driving through the level crossing.
2) Failure of the Toyota Corolla passenger car to stop before the level crossing in connection with the ""Stop"" sign.
3) No reaction of the car driver to the ""Caution"" signal given by the driver of the train approaching the level crossing.
4) Hindered observation of the head of the train approaching the level crossing by the driver of the passenger car due to the location of apparatus cabinets in the vicinity of track no. 2 and the location of road signs at a road near track no. no 2 (F6-a board), which limited the visibility of the train head from the distance of 5 m from the outermost rail.",Mismatch,LLM_Data_Missing,
PL-10416,gpt-4o-mini,1,19/05/2023,16/05/2023,Mismatch,Consistent,09:51,09:50,Mismatch,Consistent,Poland,Croatia,Mismatch,Consistent,Level Crossing Collision,Level crossing accident,Mismatch,Match,Inconsistent,STATE COMMISSION ON RAILWAY ACCIDENT INVESTIGATION,NIB PL,Match,Mismatch,Consistent,"Driver Attention Failure, Ignoring Caution Signal, Stop Sign Compliance Failure",Entry of the passenger car to the level crossing directly before passenger train no. 347 travelling from Warszawa Śródmieście WKD to Podkowa Leśna Główna on track no. 1.,Match,Mismatch,Inconsistent,None,"1) Failure to maintain special caution by the driver of the Toyota Corolla passenger car while approaching to and driving through the level crossing.
2) Failure of the Toyota Corolla passenger car to stop before the level crossing in connection with the ""Stop"" sign.
3) No reaction of the car driver to the ""Caution"" signal given by the driver of the train approaching the level crossing.
4) Hindered observation of the head of the train approaching the level crossing by the driver of the passenger car due to the location of apparatus cabinets in the vicinity of track no. 2 and the location of road signs at a road near track no. no 2 (F6-a board), which limited the visibility of the train head from the distance of 5 m from the outermost rail.",Mismatch,Mismatch,Inconsistent
PL-10416,gpt-4o-mini,2,19/05/2023,16/05/2023,Mismatch,Consistent,09:51,09:50,Mismatch,Consistent,Poland,Croatia,Mismatch,Consistent,Collision,Level crossing accident,Mismatch,Mismatch,Consistent,STATE COMMISSION ON RAILWAY ACCIDENT INVESTIGATION,NIB PL,Match,Mismatch,Consistent,"Failure to maintain special caution, Failure to stop before level crossing, No reaction to Caution signal",Entry of the passenger car to the level crossing directly before passenger train no. 347 travelling from Warszawa Śródmieście WKD to Podkowa Leśna Główna on track no. 1.,Match,Mismatch,Inconsistent,None found,"1) Failure to maintain special caution by the driver of the Toyota Corolla passenger car while approaching to and driving through the level crossing.
2) Failure of the Toyota Corolla passenger car to stop before the level crossing in connection with the ""Stop"" sign.
3) No reaction of the car driver to the ""Caution"" signal given by the driver of the train approaching the level crossing.
4) Hindered observation of the head of the train approaching the level crossing by the driver of the passenger car due to the location of apparatus cabinets in the vicinity of track no. 2 and the location of road signs at a road near track no. no 2 (F6-a board), which limited the visibility of the train head from the distance of 5 m from the outermost rail.",Mismatch,Mismatch,Inconsistent
PL-10418,gemini-2.5-flash-preview-04-17,1,08/05/2023,08/05/2023,Match,Consistent,07:26,07:30,Match,Consistent,Poland,Croatia,Mismatch,Consistent,Incident,Infrastructure event,Mismatch,Mismatch,Consistent,STATE COMMISSION ON RAILWAY ACCIDENT INVESTIGATION,NIB PL,Match,Mismatch,Consistent,"Absence of the work manager appointed in accordance with Interim Rules no. 8/2023 on traffic operation (...) at the location where the rails of the active track were disengaged, Before commencing the work, the trackmaster in charge of the second group of workers had not established the number of the plain track on the basis of the hectometre boards placed on catenary poles, Non-compliance by a further subcontractor with the provisions of agreement as regards the prohibition of commissioning work to further subcontractors, and admission of the company workers, without any knowledge or approval of the contracting entity and the main contractor, Organisation of work and designation of tasks to three groups 'disengaging' the track by an unauthorised employee, and the assignment by that employee of work to the trackmaster in the second group by instructing the latter by telephone on the kilometre at which the work should commence and the place of arrival, and by sending the so-called 'map pin', Performance of railworks by workers without the Access Card permitting access to the area managed by PKP Polskie Linie Kolejowe S.A. in accordance with Instruction Id-21","Loss of the sense of direction by the trackmaster from the company carrying out the works, leading to the commencement of the dismantling of rail attachments in active track no. 1 instead of closed track no. 2.",Match,Mismatch,Inconsistent,"Lack of internal regulations at the infrastructure manager concerning quantitative staffing of contract manager positions, and staffing of supervision positions within investor supervision teams, taking into account the expanse of the area and number of facilities covered by the investment concerned, which has resulted in insufficient supervision and control of the investment process","1) Organisation of work and designation of tasks to three groups """"disengaging"" the track by an unauthorised employee, and the assignment by that employee of work to the trackmaster in the second group by instructing the latter by telephone on the kilometre at which the work should commence and the place of arrival, and by sending the so-called ""map pin"".
2) Before commencing the work, the trackmaster in charge of the second group of workers had not established the number of the plain track on the basis of the hectometre boards placed on catenary poles.
3) Absence of the work manager appointed in accordance with Interim Rules no. 8/2023 on traffic operation (...) at the location where the rails of the active track were disengaged.
4) Non-compliance by a further subcontractor with the provisions of agreement as regards the prohibition of commissioning work to further subcontractors, and admission of the company workers, without any knowledge or approval of the contracting entity and the main contractor, which had contributed to the lack of immediate supervision over them on the part of the investment supervision inspector.
5) Performance of railworks by workers without the Access Card permitting access to the area managed by PKP Polskie Linie Kolejowe S.A. in accordance with Instruction Id-21.
",Match,Mismatch,Inconsistent
PL-10418,gemini-2.5-flash-preview-04-17,2,08/05/2023,08/05/2023,Mismatch,Consistent,07:26,07:30,Mismatch,Consistent,Poland,Croatia,Mismatch,Consistent,Incident,Infrastructure event,Mismatch,Mismatch,Consistent,STATE COMMISSION ON RAILWAY ACCIDENT INVESTIGATION,NIB PL,Match,Mismatch,Consistent,"Absence of the work manager at the location, Admission of company workers without knowledge or approval of contracting entity and main contractor, Failure of trackmaster to establish plain track number using hectometre boards, Loss of the sense of direction by the trackmaster, Non-compliance by a further subcontractor with provisions regarding commissioning work to further subcontractors, Organisation of work and designation of tasks by an unauthorised employee, Performance of railworks by workers without the Access Card","Loss of the sense of direction by the trackmaster from the company carrying out the works, leading to the commencement of the dismantling of rail attachments in active track no. 1 instead of closed track no. 2.",Match,Mismatch,Inconsistent,Lack of internal regulations concerning quantitative staffing of contract manager and supervision positions,"1) Organisation of work and designation of tasks to three groups """"disengaging"" the track by an unauthorised employee, and the assignment by that employee of work to the trackmaster in the second group by instructing the latter by telephone on the kilometre at which the work should commence and the place of arrival, and by sending the so-called ""map pin"".
2) Before commencing the work, the trackmaster in charge of the second group of workers had not established the number of the plain track on the basis of the hectometre boards placed on catenary poles.
3) Absence of the work manager appointed in accordance with Interim Rules no. 8/2023 on traffic operation (...) at the location where the rails of the active track were disengaged.
4) Non-compliance by a further subcontractor with the provisions of agreement as regards the prohibition of commissioning work to further subcontractors, and admission of the company workers, without any knowledge or approval of the contracting entity and the main contractor, which had contributed to the lack of immediate supervision over them on the part of the investment supervision inspector.
5) Performance of railworks by workers without the Access Card permitting access to the area managed by PKP Polskie Linie Kolejowe S.A. in accordance with Instruction Id-21.
",Match,Mismatch,Inconsistent
PL-10418,gpt-4o-mini,1,08/05/2023,08/05/2023,Match,Consistent,07:26,07:30,Mismatch,Consistent,Poland,Croatia,Mismatch,Consistent,Incident,Infrastructure event,Mismatch,Mismatch,Consistent,STATE COMMISSION ON RAILWAY ACCIDENT INVESTIGATION,NIB PL,Match,Mismatch,Consistent,"Absence of the work manager, Non-compliance with the provisions of agreement, Organisation of work","Loss of the sense of direction by the trackmaster from the company carrying out the works, leading to the commencement of the dismantling of rail attachments in active track no. 1 instead of closed track no. 2.",Match,Mismatch,Inconsistent,Lack of internal regulations,"1) Organisation of work and designation of tasks to three groups """"disengaging"" the track by an unauthorised employee, and the assignment by that employee of work to the trackmaster in the second group by instructing the latter by telephone on the kilometre at which the work should commence and the place of arrival, and by sending the so-called ""map pin"".
2) Before commencing the work, the trackmaster in charge of the second group of workers had not established the number of the plain track on the basis of the hectometre boards placed on catenary poles.
3) Absence of the work manager appointed in accordance with Interim Rules no. 8/2023 on traffic operation (...) at the location where the rails of the active track were disengaged.
4) Non-compliance by a further subcontractor with the provisions of agreement as regards the prohibition of commissioning work to further subcontractors, and admission of the company workers, without any knowledge or approval of the contracting entity and the main contractor, which had contributed to the lack of immediate supervision over them on the part of the investment supervision inspector.
5) Performance of railworks by workers without the Access Card permitting access to the area managed by PKP Polskie Linie Kolejowe S.A. in accordance with Instruction Id-21.
",Match,Mismatch,Inconsistent
PL-10418,gpt-4o-mini,2,08/05/2023,08/05/2023,Match,Consistent,07:26,07:30,Mismatch,Consistent,Poland,Croatia,Mismatch,Consistent,Incident,Infrastructure event,Mismatch,Mismatch,Inconsistent,State Commission on Railway Accident Investigation,NIB PL,Match,Mismatch,Consistent,Non-compliance by subcontractors,"Loss of the sense of direction by the trackmaster from the company carrying out the works, leading to the commencement of the dismantling of rail attachments in active track no. 1 instead of closed track no. 2.",Mismatch,Mismatch,Inconsistent,Lack of supervision regulations,"1) Organisation of work and designation of tasks to three groups """"disengaging"" the track by an unauthorised employee, and the assignment by that employee of work to the trackmaster in the second group by instructing the latter by telephone on the kilometre at which the work should commence and the place of arrival, and by sending the so-called ""map pin"".
2) Before commencing the work, the trackmaster in charge of the second group of workers had not established the number of the plain track on the basis of the hectometre boards placed on catenary poles.
3) Absence of the work manager appointed in accordance with Interim Rules no. 8/2023 on traffic operation (...) at the location where the rails of the active track were disengaged.
4) Non-compliance by a further subcontractor with the provisions of agreement as regards the prohibition of commissioning work to further subcontractors, and admission of the company workers, without any knowledge or approval of the contracting entity and the main contractor, which had contributed to the lack of immediate supervision over them on the part of the investment supervision inspector.
5) Performance of railworks by workers without the Access Card permitting access to the area managed by PKP Polskie Linie Kolejowe S.A. in accordance with Instruction Id-21.
",Match,Mismatch,Inconsistent
PL-10444,gemini-2.5-flash-preview-04-17,1,24/08/2023,24/08/2023,Mismatch,Consistent,12:05,12:05,Match,Consistent,Poland,Poland,Match,Consistent,Collision,Trains collision,Mismatch,Mismatch,Inconsistent,State Commission on Railway Accident Investigation (PKBWK),NIB PL,Match,Mismatch,Inconsistent,"Driver failed to communicate about signal aspect, Driver failed to communicate when approaching warning disc, Driver under stress from fixing door faults, Driver used phone while approaching stop signal, Lack of signal visibility, Time pressure on driver","Train no. 93965 disregarding the signal J11/2/3/m with the aspect S1 ""Stop"" positioned at track 1, as a result of which the said train entered turnout no. 13 lying in the route of train no. 524009, which lead to a lateral collision of the two trains.",Match,Mismatch,Inconsistent,,"1) The fact that the driver of train no. 93965 did not communicate with the signaller to explain the reason why the permissive aspect had not been displayed on the intermediate signal J11/2/3/m when he was starting from the home signal B1/4 (the last one showing the aspect S5 ""The next signal is showing the aspect Stop""). Furthermore, the fact that the said train driver did not establish communication when approaching a ToJ1 warning disc showing the aspect Os1  ""The signal to which this disc refers is showing the aspect Stop"".
2) The driver of the passenger train was under stress caused by fixing door faults in the electric multiple unit at two consecutive passenger stops.
3) Time pressure on the driver due to the requirement to meet the passenger train timetable.
4) Lack of visibility of the aspects displayed by the intermediate signal J11/2/3/m from the required distance of 375 m (the signal aspects are obscured by catenary poles positioned at track two as well as by trains running on that track).
5) The fact that the driver of train no. 93965 took a telephone call from continued the conversation with the dispatcher of the Rolling Stock Repair and Operation Section Warszawa Grochów while approaching, on track one, the intermediate signal J11/2/3/m showing the aspect S1 ""Stop"", in contravention of the internal regulations of the railway carrier.
",Mismatch,LLM_Data_Missing,
PL-10444,gemini-2.5-flash-preview-04-17,2,24/08/2023,24/08/2023,Mismatch,Consistent,12:05,12:05,Match,Consistent,Poland,Poland,Match,Consistent,Lateral Collision,Trains collision,Mismatch,Match,Consistent,STATE COMMISSION ON RAILWAY ACCIDENT INVESTIGATION,NIB PL,Match,Mismatch,Inconsistent,"Driver of train no. 93965 did not communicate with the signaller/warning disc, Driver took a telephone call while approaching the signal, Driver under stress from fixing door faults, Lack of visibility of signal J11/2/3/m, Time pressure on the driver","Train no. 93965 disregarding the signal J11/2/3/m with the aspect S1 ""Stop"" positioned at track 1, as a result of which the said train entered turnout no. 13 lying in the route of train no. 524009, which lead to a lateral collision of the two trains.",Match,Mismatch,Inconsistent,,"1) The fact that the driver of train no. 93965 did not communicate with the signaller to explain the reason why the permissive aspect had not been displayed on the intermediate signal J11/2/3/m when he was starting from the home signal B1/4 (the last one showing the aspect S5 ""The next signal is showing the aspect Stop""). Furthermore, the fact that the said train driver did not establish communication when approaching a ToJ1 warning disc showing the aspect Os1  ""The signal to which this disc refers is showing the aspect Stop"".
2) The driver of the passenger train was under stress caused by fixing door faults in the electric multiple unit at two consecutive passenger stops.
3) Time pressure on the driver due to the requirement to meet the passenger train timetable.
4) Lack of visibility of the aspects displayed by the intermediate signal J11/2/3/m from the required distance of 375 m (the signal aspects are obscured by catenary poles positioned at track two as well as by trains running on that track).
5) The fact that the driver of train no. 93965 took a telephone call from continued the conversation with the dispatcher of the Rolling Stock Repair and Operation Section Warszawa Grochów while approaching, on track one, the intermediate signal J11/2/3/m showing the aspect S1 ""Stop"", in contravention of the internal regulations of the railway carrier.
",Mismatch,LLM_Data_Missing,
PL-10444,gpt-4o-mini,1,24/08/2023,24/08/2023,Match,Consistent,12:05,12:05,Match,Consistent,Poland,Poland,Match,Consistent,Lateral Collision,Trains collision,Mismatch,Match,Consistent,State Commission on Railway Accident Investigation,NIB PL,Match,Mismatch,Consistent,"Disregarding stop signals, Driver stress, Time pressure, Visibility issues","Train no. 93965 disregarding the signal J11/2/3/m with the aspect S1 ""Stop"" positioned at track 1, as a result of which the said train entered turnout no. 13 lying in the route of train no. 524009, which lead to a lateral collision of the two trains.",Match,Mismatch,Inconsistent,,"1) The fact that the driver of train no. 93965 did not communicate with the signaller to explain the reason why the permissive aspect had not been displayed on the intermediate signal J11/2/3/m when he was starting from the home signal B1/4 (the last one showing the aspect S5 ""The next signal is showing the aspect Stop""). Furthermore, the fact that the said train driver did not establish communication when approaching a ToJ1 warning disc showing the aspect Os1  ""The signal to which this disc refers is showing the aspect Stop"".
2) The driver of the passenger train was under stress caused by fixing door faults in the electric multiple unit at two consecutive passenger stops.
3) Time pressure on the driver due to the requirement to meet the passenger train timetable.
4) Lack of visibility of the aspects displayed by the intermediate signal J11/2/3/m from the required distance of 375 m (the signal aspects are obscured by catenary poles positioned at track two as well as by trains running on that track).
5) The fact that the driver of train no. 93965 took a telephone call from continued the conversation with the dispatcher of the Rolling Stock Repair and Operation Section Warszawa Grochów while approaching, on track one, the intermediate signal J11/2/3/m showing the aspect S1 ""Stop"", in contravention of the internal regulations of the railway carrier.
",Mismatch,LLM_Data_Missing,Inconsistent
PL-10444,gpt-4o-mini,2,24/08/2023,24/08/2023,Match,Consistent,12:05,12:05,Match,Consistent,Poland,Poland,Match,Consistent,Lateral collision,Trains collision,Mismatch,Match,Consistent,State Commission on Railway Accident Investigation,NIB PL,Match,Mismatch,Consistent,"Communication failure, Driver stress, Poor visibility of signals, Signal disregarding, Time pressure","Train no. 93965 disregarding the signal J11/2/3/m with the aspect S1 ""Stop"" positioned at track 1, as a result of which the said train entered turnout no. 13 lying in the route of train no. 524009, which lead to a lateral collision of the two trains.",Match,Mismatch,Inconsistent,No systemic factors found,"1) The fact that the driver of train no. 93965 did not communicate with the signaller to explain the reason why the permissive aspect had not been displayed on the intermediate signal J11/2/3/m when he was starting from the home signal B1/4 (the last one showing the aspect S5 ""The next signal is showing the aspect Stop""). Furthermore, the fact that the said train driver did not establish communication when approaching a ToJ1 warning disc showing the aspect Os1  ""The signal to which this disc refers is showing the aspect Stop"".
2) The driver of the passenger train was under stress caused by fixing door faults in the electric multiple unit at two consecutive passenger stops.
3) Time pressure on the driver due to the requirement to meet the passenger train timetable.
4) Lack of visibility of the aspects displayed by the intermediate signal J11/2/3/m from the required distance of 375 m (the signal aspects are obscured by catenary poles positioned at track two as well as by trains running on that track).
5) The fact that the driver of train no. 93965 took a telephone call from continued the conversation with the dispatcher of the Rolling Stock Repair and Operation Section Warszawa Grochów while approaching, on track one, the intermediate signal J11/2/3/m showing the aspect S1 ""Stop"", in contravention of the internal regulations of the railway carrier.
",Mismatch,Mismatch,Inconsistent
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Date Metrics,,,,Time Metrics,,,,Country Metrics,,,,Accident Type,,,,,Regulatory Body,,,,,Contributing Factors,,,,,Systemic Factors,,,,
,,,ABS Accuracy:,,,69%,ABS Accuracy:,,,28%,ABS Accuracy:,,,75%,ABS Accuracy:,,,,3%,ABS Accuracy:,,,,0%,ABS Accuracy:,,,,0%,ABS Accuracy:,,,,0%
,,,Consistency:,,,100%,2min Accuracy:,,,88%,Consistency:,,,100%,Manual ABS Accuracy:,,,,69%,Manual ABS Accuracy:,,,,100%,Manual ABS Accuracy:,,,,72%,Manual ABS Accuracy:,,,,25%
,,,Completeness:,,,100%,5min Accuracy:,,,100%,Completeness:,,,100%,Consistency:,,,,66%,Consistency:,,,,88%,Consistency:,,,,0%,Consistency:,,,,18%
,,,,,,,Consistency:,,,100%,,,,,Completeness:,,,,100%,Completeness:,,,,100%,Completeness:,,,,100%,Completeness:,,,,69%
,,,,,,,Completeness:,,,100%,,,,,,,,,,,,,,,,,,,,,,,,
