,ERAIL Occurrence,model_type,LLM_Date,Date of occurrence,Date_Match,LLM_Time,Time of occurrence,Time_Match,LLM_Country,Country,Country_Match,LLM_AccidentType,Occurrence type,AccidentType_Match,LLM_RegulatoryBody,Reporting Body,RegulatoryBody_Match,LLM_ContributingFactor,"Direct cause description (including causal and contributing factors, excluding those of systemic nature)",ContributingFactors_Match,LLM_SystemicFactor,"Underlying and root causes description (i.e. systemic factors, if any)",SystemicFactors_Match
381,AT-4691,gemini-2.5-pro,15/12/2014,15/12/2014,Match,06:53,06:53,Match,Austria,Austria,Match,Derailment,Accident to persons caused by RS in motion,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Darkness, Lack of artificial lighting, Unrecognized derailer signal","Bei der Beistellung von Güterwagen als geschobene Verschubfahrt wurde das beim aufgelegten und abgesperrten Sperrschuh „1H“ befindliche Sperrsignal in der Stellung „WEITERFAHRT VERBOTEN“ auf Grund der Dunkelheit und fehlender künstlicher Beleuchtung nicht erkannt und unerlaubt überfahren. 
During the positioning of freight wagons at a shunting ride in a siding, the locking-shoe on the existing and blocked skid „1H“ with the indication ''DRIVING THROUGH PROHIBITED'' had not been recognized in the dark and had been overrun without authorization, due to missing artificial lightning.",Mismatch,"Deficiencies in safety inspection procedures, Inadequate safety documentation, Lack of operational control"," 
",Mismatch
382,AT-4691,gpt-4o-mini,15/12/2014,15/12/2014,Match,06:53,06:53,Match,Austria,Austria,Match,Der erste Wagen mit allen vier Radsätzen entgleist,Accident to persons caused by RS in motion,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Unerlaubtes Überfahren eines Sperrschuhs,"Bei der Beistellung von Güterwagen als geschobene Verschubfahrt wurde das beim aufgelegten und abgesperrten Sperrschuh „1H“ befindliche Sperrsignal in der Stellung „WEITERFAHRT VERBOTEN“ auf Grund der Dunkelheit und fehlender künstlicher Beleuchtung nicht erkannt und unerlaubt überfahren. 
During the positioning of freight wagons at a shunting ride in a siding, the locking-shoe on the existing and blocked skid „1H“ with the indication ''DRIVING THROUGH PROHIBITED'' had not been recognized in the dark and had been overrun without authorization, due to missing artificial lightning.",Mismatch,Dunkelheit und fehlende künstliche Beleuchtung," 
",Mismatch
383,AT-4691,gpt-4o-mini,15/12/2014,15/12/2014,Match,06:53,06:53,Match,Austria,Austria,Match,Collision during shunting,Accident to persons caused by RS in motion,Mismatch,Austrian Railway Authority,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Darkness and No Lighting,"Bei der Beistellung von Güterwagen als geschobene Verschubfahrt wurde das beim aufgelegten und abgesperrten Sperrschuh „1H“ befindliche Sperrsignal in der Stellung „WEITERFAHRT VERBOTEN“ auf Grund der Dunkelheit und fehlender künstlicher Beleuchtung nicht erkannt und unerlaubt überfahren. 
During the positioning of freight wagons at a shunting ride in a siding, the locking-shoe on the existing and blocked skid „1H“ with the indication ''DRIVING THROUGH PROHIBITED'' had not been recognized in the dark and had been overrun without authorization, due to missing artificial lightning.",Mismatch,Operational Procedures," 
",Mismatch
384,AT-4788,gemini-2.5-pro,08/04/2015,08/04/2015,Match,09:54,00:00,Mismatch,Austria,Austria,Match,Collision,Trains collision with an obstacle,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Platform slope, Unattended stroller, Unintentional rolling of stroller, Wind force","Die Ursache war ein unbeabsichtigtes Entrollen des Kinderwagens mit anschließendem Sturz auf Gleis. 
The cause was the stroller driving away involuntarily and subsequently crashing onto the rail track.",Mismatch,Inadequate surveillance camera coverage," 
",Mismatch
385,AT-4788,gemini-2.5-pro,08/04/2015,08/04/2015,Match,09:54:03,00:00,Mismatch,Austria,Austria,Match,Collision,Trains collision with an obstacle,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Platform slope, Unintentional rolling of stroller, Wind force","Die Ursache war ein unbeabsichtigtes Entrollen des Kinderwagens mit anschließendem Sturz auf Gleis. 
The cause was the stroller driving away involuntarily and subsequently crashing onto the rail track.",Mismatch,"Inadequate surveillance camera coverage, Insufficient public safety campaigns, Lack of rules for strollers on platforms"," 
",Mismatch
386,AT-4788,gpt-4o-mini,08/04/2015,08/04/2015,Match,09:54,00:00,Mismatch,Austria,Austria,Match,Collision with a train,Trains collision with an obstacle,Mismatch,Nationale Sicherheitsbehörde,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Unattended child stroller,"Die Ursache war ein unbeabsichtigtes Entrollen des Kinderwagens mit anschließendem Sturz auf Gleis. 
The cause was the stroller driving away involuntarily and subsequently crashing onto the rail track.",Mismatch,"Inadequate surveillance, Sloped platform design"," 
",Mismatch
387,AT-4788,gpt-4o-mini,08/04/2015,08/04/2015,Match,09:54:02,00:00,Mismatch,Austria,Austria,Match,Collision involving a train and a child stroller,Trains collision with an obstacle,Mismatch,BMVIT,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Unattended child stroller,"Die Ursache war ein unbeabsichtigtes Entrollen des Kinderwagens mit anschließendem Sturz auf Gleis. 
The cause was the stroller driving away involuntarily and subsequently crashing onto the rail track.",Mismatch,Insufficient surveillance," 
",Mismatch
388,AT-4789,gemini-2.5-pro,06/05/2015,06/05/2015,Match,10:12,10:12,Match,Austria,Austria,Match,Collision,Spad,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Entry of train Z 8762 into an occupied track section, Non-operationally required phone call by the driver of train Z 8762, Train Z 8762 passed a 'TRAPEZTAFEL' signal without authorization","Einfahrt von Z 8762 in den durch Z 8787 besetzten Gleisabschnitt der freien Strecke nach der Vstu Waldstein in Richtung Bf Peggau-Deutschfeistritz. 
Entrance of train Z8762 on the occupied by Z 8787 track section of the free track to Waldstein at the direction of Peggau-Deutschfeistritz railway station.",Mismatch,"Lack of technical safety systems for train control and monitoring on the line, Non-compliant train reporting procedure between train driver and dispatcher"," 
",Mismatch
389,AT-4789,gemini-2.5-pro,06/05/2015,06/05/2015,Match,10:12,10:12,Match,Austria,Austria,Match,Collision,Spad,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Driver distracted by non-operational phone call, Entry into an occupied track section, Failure to stop at signal, Proceeding without clearance from dispatcher","Einfahrt von Z 8762 in den durch Z 8787 besetzten Gleisabschnitt der freien Strecke nach der Vstu Waldstein in Richtung Bf Peggau-Deutschfeistritz. 
Entrance of train Z8762 on the occupied by Z 8787 track section of the free track to Waldstein at the direction of Peggau-Deutschfeistritz railway station.",Mismatch,"Inadequate safety management procedures, Lack of technical safety systems for train control"," 
",Mismatch
390,AT-4789,gpt-4o-mini,06/05/2015,06/05/2015,Match,10:12,10:12,Match,Austria,Austria,Match,Train Collision,Spad,Mismatch,Steiermärkische Landesbahnen,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Signal Miscommunication,"Einfahrt von Z 8762 in den durch Z 8787 besetzten Gleisabschnitt der freien Strecke nach der Vstu Waldstein in Richtung Bf Peggau-Deutschfeistritz. 
Entrance of train Z8762 on the occupied by Z 8787 track section of the free track to Waldstein at the direction of Peggau-Deutschfeistritz railway station.",Mismatch,Safety Management System," 
",Mismatch
391,AT-4789,gpt-4o-mini,06/05/2015,06/05/2015,Match,10:12,10:12,Match,Österreich,Austria,Mismatch,Kollision,Spad,Mismatch,BAV,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Einfahrt in besetzten Gleisabschnitt,"Einfahrt von Z 8762 in den durch Z 8787 besetzten Gleisabschnitt der freien Strecke nach der Vstu Waldstein in Richtung Bf Peggau-Deutschfeistritz. 
Entrance of train Z8762 on the occupied by Z 8787 track section of the free track to Waldstein at the direction of Peggau-Deutschfeistritz railway station.",Mismatch,Mangelnde sicherungstechnische Einrichtungen," 
",Mismatch
392,AT-4796,gemini-2.5-pro,22/05/2015,22/05/2015,Match,18:48,18:48,Match,Austria,Austria,Match,Level Crossing Accident,Level crossing accident,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Absence of 'Level crossing without barriers' danger signs, Road user non-compliance with crossing regulations, Technical defect in the event recording device","Einfahren des Personenkraftwagen in die Eisenbahnkreuzung vor dem herannahenden Zug 7028. Nichtbeachtung der durch die Eisenbahnkreuzungsverordnung geregelten Bestimmungen für das Verhalten von Straßenverkehrsbenützern beim Befahren von Eisenbahnkreuzungen. 
Driving of passenger car into the railway crossing while the train 7028 was approaching. Non-observance of the provisions governing the behavior of road users when crossing railroad crossings regulated by the Railway Crossing Regulation.",Mismatch,"High density of non-technically secured level crossings, Inadequate annual inspection procedures for level crossings, Insufficient enforcement of road user behaviour at level crossings, Lack of public information campaigns on level crossing safety"," 
",Mismatch
393,AT-4796,gemini-2.5-pro,22/05/2015,22/05/2015,Match,18:48,18:48,Match,Austria,Austria,Match,Level Crossing Accident,Level crossing accident,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Missing 'Level crossing without barriers' warning sign, Road user's failure to comply with level crossing regulations, Technical defect in the train's data recording device","Einfahren des Personenkraftwagen in die Eisenbahnkreuzung vor dem herannahenden Zug 7028. Nichtbeachtung der durch die Eisenbahnkreuzungsverordnung geregelten Bestimmungen für das Verhalten von Straßenverkehrsbenützern beim Befahren von Eisenbahnkreuzungen. 
Driving of passenger car into the railway crossing while the train 7028 was approaching. Non-observance of the provisions governing the behavior of road users when crossing railroad crossings regulated by the Railway Crossing Regulation.",Mismatch,"High density of non-technically secured level crossings, Inadequate inspection procedures for level crossings, Insufficient public awareness and driver education on level crossing safety"," 
",Mismatch
394,AT-4796,gpt-4o-mini,22/05/2015,22/05/2015,Match,18:48,18:48,Match,Austria,Austria,Match,Level Crossing Accident,Level crossing accident,Mismatch,Landeshauptmann von Niederösterreich,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Non-compliance with EisbKrV,"Einfahren des Personenkraftwagen in die Eisenbahnkreuzung vor dem herannahenden Zug 7028. Nichtbeachtung der durch die Eisenbahnkreuzungsverordnung geregelten Bestimmungen für das Verhalten von Straßenverkehrsbenützern beim Befahren von Eisenbahnkreuzungen. 
Driving of passenger car into the railway crossing while the train 7028 was approaching. Non-observance of the provisions governing the behavior of road users when crossing railroad crossings regulated by the Railway Crossing Regulation.",Mismatch,Unsafe road user behavior," 
",Mismatch
395,AT-4796,gpt-4o-mini,22/05/2015,22/05/2015,Match,18:48,18:48,Match,Austria,Austria,Match,Collision between a train and a car,Level crossing accident,Mismatch,Federal Railway Authority,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Non-compliance with traffic regulations,"Einfahren des Personenkraftwagen in die Eisenbahnkreuzung vor dem herannahenden Zug 7028. Nichtbeachtung der durch die Eisenbahnkreuzungsverordnung geregelten Bestimmungen für das Verhalten von Straßenverkehrsbenützern beim Befahren von Eisenbahnkreuzungen. 
Driving of passenger car into the railway crossing while the train 7028 was approaching. Non-observance of the provisions governing the behavior of road users when crossing railroad crossings regulated by the Railway Crossing Regulation.",Mismatch,Inadequate safety measures at crossings," 
",Mismatch
396,AT-4835,gemini-2.5-pro,15/07/2015,15/07/2015,Match,08:05,08:04,Mismatch,Austria,Austria,Match,Collision,Spad,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Resuming journey without authorization after an emergency stop, Unauthorized passing of a stop signal","After the emergency stopp train 35438 after SPAD, the train driver continued trainmovement without contact the centrel switch. 
Überfahren des haltzeigenden Einfahrsignals X005 durch Z 35438, vermutlich durch eine Verwechslung mit dem für die Fahrt von Z 48071 in Freistellung befindlichen Einfahrsignal Z012. _x000D_
Nach erfolgter PZB-Zwangsbremsung wurde die Fahrt ohne Einholung einer Zustimmung zur Weiterfahrt vom zuständigen Fdl fortgesetzt.",Mismatch,Human factor," 
",Mismatch
397,AT-4835,gemini-2.5-pro,15/07/2015,15/07/2015,Match,08:05,08:04,Mismatch,Austria,Austria,Match,Collision,Spad,Mismatch,Bundesanstalt für Verkehr Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Signal Passed at Danger, Unauthorized continuation of journey after automatic braking","After the emergency stopp train 35438 after SPAD, the train driver continued trainmovement without contact the centrel switch. 
Überfahren des haltzeigenden Einfahrsignals X005 durch Z 35438, vermutlich durch eine Verwechslung mit dem für die Fahrt von Z 48071 in Freistellung befindlichen Einfahrsignal Z012. _x000D_
Nach erfolgter PZB-Zwangsbremsung wurde die Fahrt ohne Einholung einer Zustimmung zur Weiterfahrt vom zuständigen Fdl fortgesetzt.",Mismatch,Effectiveness of safety training and procedures," 
",Mismatch
398,AT-4835,gpt-4o-mini,15/07/2015,15/07/2015,Match,08:05,08:04,Mismatch,Austria,Austria,Match,Kollision,Spad,Mismatch,Oberste Eisenbahnbehörde,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Überfahren eines Halt zeigenden Signals,"After the emergency stopp train 35438 after SPAD, the train driver continued trainmovement without contact the centrel switch. 
Überfahren des haltzeigenden Einfahrsignals X005 durch Z 35438, vermutlich durch eine Verwechslung mit dem für die Fahrt von Z 48071 in Freistellung befindlichen Einfahrsignal Z012. _x000D_
Nach erfolgter PZB-Zwangsbremsung wurde die Fahrt ohne Einholung einer Zustimmung zur Weiterfahrt vom zuständigen Fdl fortgesetzt.",Mismatch,Menschliches Versagen," 
",Mismatch
399,AT-4835,gpt-4o-mini,15/07/2015,15/07/2015,Match,08:05,08:04,Mismatch,Österreich,Austria,Mismatch,Kollision,Spad,Mismatch,Österreichische Bundesbahnen,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Unerlaubtes Überfahren von Signalen,"After the emergency stopp train 35438 after SPAD, the train driver continued trainmovement without contact the centrel switch. 
Überfahren des haltzeigenden Einfahrsignals X005 durch Z 35438, vermutlich durch eine Verwechslung mit dem für die Fahrt von Z 48071 in Freistellung befindlichen Einfahrsignal Z012. _x000D_
Nach erfolgter PZB-Zwangsbremsung wurde die Fahrt ohne Einholung einer Zustimmung zur Weiterfahrt vom zuständigen Fdl fortgesetzt.",Mismatch,Fahrdienstleiter Zustimmung," 
",Mismatch
400,AT-5034,gemini-2.5-pro,01/12/2015,01/12/2015,Match,08:33,08:31,Mismatch,Austria,Austria,Match,Collision,Trains collision,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Difficult communication between train crews, Driver's incorrect assumption about rescue locomotive position, Premature release of brakes","Die Ursache für den Vorfall ist das unerlaubte Zurückrollen des Z 43601 nach einem betriebsbedingten Halt beim haltzeigenden BS der Sbl „Bt 1“. 
The cause of the incident was the unauthorised rolling backwards of the train Z 43601, after an operational stop at the operating stop signal of the suburban line ‘’Bt 1’’.",Mismatch,"Inadequate train weight management, Insufficient procedures for heavy trains on steep gradients"," 
",Mismatch
401,AT-5034,gemini-2.5-pro,01/12/2015,01/12/2015,Match,08:33,08:31,Mismatch,Austria,Austria,Match,Collision,Trains collision,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Communication difficulties, Overloaded trains, Premature release of brakes based on incorrect assumption","Die Ursache für den Vorfall ist das unerlaubte Zurückrollen des Z 43601 nach einem betriebsbedingten Halt beim haltzeigenden BS der Sbl „Bt 1“. 
The cause of the incident was the unauthorised rolling backwards of the train Z 43601, after an operational stop at the operating stop signal of the suburban line ‘’Bt 1’’.",Mismatch,"Inadequate train load management, Lack of procedures for steep sections"," 
",Mismatch
402,AT-5034,gpt-4o-mini,01/12/2015,01/12/2015,Match,08:33,08:31,Mismatch,Austria,Austria,Match,Collision involving two trains,Trains collision,Mismatch,"Federal Ministry for Transport, Innovation and Technology",Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Overloading of trains,"Die Ursache für den Vorfall ist das unerlaubte Zurückrollen des Z 43601 nach einem betriebsbedingten Halt beim haltzeigenden BS der Sbl „Bt 1“. 
The cause of the incident was the unauthorised rolling backwards of the train Z 43601, after an operational stop at the operating stop signal of the suburban line ‘’Bt 1’’.",Mismatch,"Inadequate safety protocols, Insufficient communication during operations"," 
",Mismatch
403,AT-5034,gpt-4o-mini,01/12/2015,01/12/2015,Match,08:33,08:31,Mismatch,Austria,Austria,Match,Collision,Trains collision,Mismatch,National Safety Authority,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Human Error,"Die Ursache für den Vorfall ist das unerlaubte Zurückrollen des Z 43601 nach einem betriebsbedingten Halt beim haltzeigenden BS der Sbl „Bt 1“. 
The cause of the incident was the unauthorised rolling backwards of the train Z 43601, after an operational stop at the operating stop signal of the suburban line ‘’Bt 1’’.",Mismatch,Inadequate Safety Measures," 
",Mismatch
404,AT-515,gemini-2.5-pro,02/07/2005,02/07/2005,Match,11:57,11:57,Match,Austria,Austria,Match,Collision,Trains collision,Mismatch,,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,LLM_Data_Missing,"Limited visibility due to track curvature, Limited visibility due to vegetation, Unauthorized departure of train Z 3313",Unerlaubte Abfahrt des Z 3313 aus der Zuglaufstelle Bramberg ohne Abwarten der planmäßigen Kreuzung mit Z 3310 und ohne nachvollziehbaren Erhalt einer Fahrerlaubnis zur Weiterfahrt. / Z 3313 left Bramberg without permission and the without waiting for the scheduled crossing with Z 3310. There was no replicable order or permission for leaving.,Mismatch,Failure under Zugleitbetrieb operational procedure,"Nichteinhaltung der Bestimmungen der und der ÖBB Anweisung GPS (N-BN-0502-2003 vom 06. 03.2003). /  Non-compliance oft the rule ÖBB DV V 5 and the order GPS (N-BN-0502-2003 vom 06. 03.2003)_x000D_
Unzureichende systematisierte Überprüfung der sicherheitsrelevanten Prozesse. /  Insufficiant monitoring of safety-relevant processes.",Mismatch
405,AT-515,gemini-2.5-pro,02/07/2005,02/07/2005,Match,11:57,11:57,Match,Austria,Austria,Match,Collision,Trains collision,Mismatch,,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,LLM_Data_Missing,"Limited visibility due to track curvature and vegetation, Unauthorized departure of train Z 3313",Unerlaubte Abfahrt des Z 3313 aus der Zuglaufstelle Bramberg ohne Abwarten der planmäßigen Kreuzung mit Z 3310 und ohne nachvollziehbaren Erhalt einer Fahrerlaubnis zur Weiterfahrt. / Z 3313 left Bramberg without permission and the without waiting for the scheduled crossing with Z 3310. There was no replicable order or permission for leaving.,Mismatch,Zugleitbetrieb operational procedure,"Nichteinhaltung der Bestimmungen der und der ÖBB Anweisung GPS (N-BN-0502-2003 vom 06. 03.2003). /  Non-compliance oft the rule ÖBB DV V 5 and the order GPS (N-BN-0502-2003 vom 06. 03.2003)_x000D_
Unzureichende systematisierte Überprüfung der sicherheitsrelevanten Prozesse. /  Insufficiant monitoring of safety-relevant processes.",Mismatch
406,AT-515,gpt-4o-mini,02/07/2005,02/07/2005,Match,11:57,11:57,Match,Austria,Austria,Match,Collision,Trains collision,Mismatch,Österreichische Bundesbahnen (ÖBB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Unauthorized movement of train,Unerlaubte Abfahrt des Z 3313 aus der Zuglaufstelle Bramberg ohne Abwarten der planmäßigen Kreuzung mit Z 3310 und ohne nachvollziehbaren Erhalt einer Fahrerlaubnis zur Weiterfahrt. / Z 3313 left Bramberg without permission and the without waiting for the scheduled crossing with Z 3310. There was no replicable order or permission for leaving.,Mismatch,Visibility limitations,"Nichteinhaltung der Bestimmungen der und der ÖBB Anweisung GPS (N-BN-0502-2003 vom 06. 03.2003). /  Non-compliance oft the rule ÖBB DV V 5 and the order GPS (N-BN-0502-2003 vom 06. 03.2003)_x000D_
Unzureichende systematisierte Überprüfung der sicherheitsrelevanten Prozesse. /  Insufficiant monitoring of safety-relevant processes.",Mismatch
407,AT-515,gpt-4o-mini,02/07/2005,02/07/2005,Match,11:57,11:57,Match,Austria,Austria,Match,Collision,Trains collision,Mismatch,ÖBB service regulations DV V 5,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Permission issues,Unerlaubte Abfahrt des Z 3313 aus der Zuglaufstelle Bramberg ohne Abwarten der planmäßigen Kreuzung mit Z 3310 und ohne nachvollziehbaren Erhalt einer Fahrerlaubnis zur Weiterfahrt. / Z 3313 left Bramberg without permission and the without waiting for the scheduled crossing with Z 3310. There was no replicable order or permission for leaving.,Mismatch,Visibility Conditions,"Nichteinhaltung der Bestimmungen der und der ÖBB Anweisung GPS (N-BN-0502-2003 vom 06. 03.2003). /  Non-compliance oft the rule ÖBB DV V 5 and the order GPS (N-BN-0502-2003 vom 06. 03.2003)_x000D_
Unzureichende systematisierte Überprüfung der sicherheitsrelevanten Prozesse. /  Insufficiant monitoring of safety-relevant processes.",Mismatch
408,AT-5168,gemini-2.5-pro,23/09/2016,23/09/2016,Match,13:14,13:16,Mismatch,Austria,Austria,Match,Collision,Trains collision with an obstacle,Mismatch,Sicherheitsuntersuchungsstelle des Bundes,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Activation of the locking square on an improperly closed side door, Language barriers during communication, Pressure and suction waves in the tunnel portal","Als hauptsächlicher Grund für den Vorfall wurden durch die Untersuchungen menschliche Faktoren festgestellt:_x000D_
Betätigung des Absperrvierkants im noch nicht ordnungsgemäß geschlossenen Zustand der Seiteneinstiegstür, sodass der ausgefahrene Riegel der Absperreinrichtung nicht im Verriegelungsverschlag arretieren konnte. Durch die Druck und Sogwellen im Tunneleingangsportal wurde die Seiteneinstiegstür aus der_x000D_
Halterung gerissen. Weitere menschliche Faktoren traten durch Sprachbarrieren bei der Kommunikation zwischen den betrieblich nicht geschulten Fahrgastbetreuer und den Zub auf (Verzögerung der Alarmierung). 
Based on investigation, it came out that the main reason of this incident were human factors:_x000D_
Operation of the blocking square at a not according to the rules situation of the side entry door, so that the extended barrier could not be blocked in the locking mechanism. Because of the pressure and suction waves in the entry portal of the tunnel, the side door had been torn off the bracket. More human factors appeared because of the language barrier during the communication between the passenger attendants, who do not have had operational training (delay in alert).",Mismatch,"Door settings not maintained according to manufacturer's specifications, Lack of vehicle inspection at handover from neighboring railways, Vehicle not in European Register of Authorised Types of Vehicles"," 
",Mismatch
409,AT-5168,gemini-2.5-pro,23/09/2016,23/09/2016,Match,13:14,13:16,Mismatch,Austria,Austria,Match,Collision,Trains collision with an obstacle,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Improperly closed and locked side door, Language barriers in communication delaying alarm, Pressure and suction waves from passing trains","Als hauptsächlicher Grund für den Vorfall wurden durch die Untersuchungen menschliche Faktoren festgestellt:_x000D_
Betätigung des Absperrvierkants im noch nicht ordnungsgemäß geschlossenen Zustand der Seiteneinstiegstür, sodass der ausgefahrene Riegel der Absperreinrichtung nicht im Verriegelungsverschlag arretieren konnte. Durch die Druck und Sogwellen im Tunneleingangsportal wurde die Seiteneinstiegstür aus der_x000D_
Halterung gerissen. Weitere menschliche Faktoren traten durch Sprachbarrieren bei der Kommunikation zwischen den betrieblich nicht geschulten Fahrgastbetreuer und den Zub auf (Verzögerung der Alarmierung). 
Based on investigation, it came out that the main reason of this incident were human factors:_x000D_
Operation of the blocking square at a not according to the rules situation of the side entry door, so that the extended barrier could not be blocked in the locking mechanism. Because of the pressure and suction waves in the entry portal of the tunnel, the side door had been torn off the bracket. More human factors appeared because of the language barrier during the communication between the passenger attendants, who do not have had operational training (delay in alert).",Mismatch,"Inadequate cross-border vehicle inspection procedures, Inadequate maintenance of door systems, Lack of valid vehicle registration in European Register"," 
",Mismatch
410,AT-5168,gpt-4o-mini,23/09/2016,23/09/2016,Match,13:14,13:16,Mismatch,Österreich,Austria,Mismatch,Kollision,Trains collision with an obstacle,Mismatch,"Bundesministerium für Verkehr, Innovation und Technologie",Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Menschliche Faktoren,"Als hauptsächlicher Grund für den Vorfall wurden durch die Untersuchungen menschliche Faktoren festgestellt:_x000D_
Betätigung des Absperrvierkants im noch nicht ordnungsgemäß geschlossenen Zustand der Seiteneinstiegstür, sodass der ausgefahrene Riegel der Absperreinrichtung nicht im Verriegelungsverschlag arretieren konnte. Durch die Druck und Sogwellen im Tunneleingangsportal wurde die Seiteneinstiegstür aus der_x000D_
Halterung gerissen. Weitere menschliche Faktoren traten durch Sprachbarrieren bei der Kommunikation zwischen den betrieblich nicht geschulten Fahrgastbetreuer und den Zub auf (Verzögerung der Alarmierung). 
Based on investigation, it came out that the main reason of this incident were human factors:_x000D_
Operation of the blocking square at a not according to the rules situation of the side entry door, so that the extended barrier could not be blocked in the locking mechanism. Because of the pressure and suction waves in the entry portal of the tunnel, the side door had been torn off the bracket. More human factors appeared because of the language barrier during the communication between the passenger attendants, who do not have had operational training (delay in alert).",Mismatch,Wartungsinstallation," 
",Mismatch
411,AT-5168,gpt-4o-mini,23/09/2016,23/09/2016,Match,13:14,13:16,Mismatch,Österreich,Austria,Mismatch,Kollision mit verlorenem Außentür,Trains collision with an obstacle,Mismatch,bmvit,Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,Menschliche Faktoren,"Als hauptsächlicher Grund für den Vorfall wurden durch die Untersuchungen menschliche Faktoren festgestellt:_x000D_
Betätigung des Absperrvierkants im noch nicht ordnungsgemäß geschlossenen Zustand der Seiteneinstiegstür, sodass der ausgefahrene Riegel der Absperreinrichtung nicht im Verriegelungsverschlag arretieren konnte. Durch die Druck und Sogwellen im Tunneleingangsportal wurde die Seiteneinstiegstür aus der_x000D_
Halterung gerissen. Weitere menschliche Faktoren traten durch Sprachbarrieren bei der Kommunikation zwischen den betrieblich nicht geschulten Fahrgastbetreuer und den Zub auf (Verzögerung der Alarmierung). 
Based on investigation, it came out that the main reason of this incident were human factors:_x000D_
Operation of the blocking square at a not according to the rules situation of the side entry door, so that the extended barrier could not be blocked in the locking mechanism. Because of the pressure and suction waves in the entry portal of the tunnel, the side door had been torn off the bracket. More human factors appeared because of the language barrier during the communication between the passenger attendants, who do not have had operational training (delay in alert).",Mismatch,Kommunikation," 
",Mismatch
412,AT-5211,gemini-2.5-pro,19/10/2016,19/10/2016,Match,12:04,00:00,Mismatch,Austria,Austria,Match,Collision,Trains collision,Mismatch,Sicherheitsuntersuchungsstelle des Bundes (SUB),Bundesanstalt für Verkehr Unfalluntersuchung Fachbereich Schiene,Mismatch,"Insufficient securing of stationary vehicles, Lack of real-time information on runaway wagons' location, Stress of the traffic controller",The cause of the incident is the unrolling of a carriage group at Randegg station. The unrolling of the wagon group is due to insufficient securing of stationary vehicles during shunting operations. There is no evidence of technical failure.,Mismatch,"Failure in risk analysis of track gradient, Inadequate regulations for securing stationary vehicles, Insufficient emergency management for runaway vehicles",,ERAIL_Data_Missing
